矫焙备,锅瘤,档肺炼扒,拌距搁利(С),傈岿技备盒,拌距斥岿,拌距老,焊刘陛(父盔),岿技(父盔)
面没合档 没林蕊傣备 汗措悼,7**,8m固父,52.69,傈技,201908,22,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,1*,12m固父,52.8,岿技,201912,17,           800,            40
面没合档 没林蕊傣备 汗措悼,2***,12m固父,52.8,岿技,201906,29,"         4,000",            20
面没合档 没林蕊傣备 汗措悼,8**,8m固父,52.8,傈技,202001,19,"         9,000",             0
面没合档 没林蕊傣备 汗措悼,6*,8m固父,52.8,傈技,201909,21,"         8,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,52.8,傈技,202002,29,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,1***,12m固父,52.89,岿技,201910,18,"         1,000",            45
面没合档 没林蕊傣备 汗措悼,1***,8m固父,53,傈技,201905,3,"         2,500",             0
面没合档 没林蕊傣备 汗措悼,2***,-,53,傈技,201905,16,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,53,傈技,201907,22,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,8**,12m固父,53.17,岿技,202004,30,"         5,000",            25
面没合档 没林蕊傣备 汗措悼,5*,8m固父,53.96,傈技,201906,15,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,2**,8m固父,54,傈技,202004,28,"         3,500",             0
面没合档 没林蕊傣备 汗措悼,8**,8m固父,54.12,岿技,202004,17,           500,            40
面没合档 没林蕊傣备 汗措悼,8**,25m固父,54.12,傈技,201905,18,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,54.18,傈技,201906,11,"         2,000",             0
面没合档 没林蕊傣备 汗措悼,3***,25m固父,55,岿技,201910,4,           500,            55
面没合档 没林蕊傣备 汗措悼,1*,8m固父,55,岿技,201908,16,           500,            45
面没合档 没林蕊傣备 汗措悼,2***,12m固父,55,傈技,202002,6,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,55,傈技,201912,10,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,1***,25m固父,55,傈技,202004,11,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,7**,8m固父,55,傈技,201907,16,"         2,500",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,55,傈技,201906,17,"         6,500",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,55,傈技,201912,21,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,8**,-,55,傈技,201911,23,"         8,000",             0
面没合档 没林蕊傣备 汗措悼,8**,8m固父,55,傈技,201907,26,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,2*,12m固父,55,傈技,202004,29,"         5,500",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,55.02,傈技,201912,23,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,8**,-,56,傈技,202001,6,"         8,500",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,56.1,岿技,202002,17,"         1,000",            45
面没合档 没林蕊傣备 汗措悼,1**,8m固父,56.1,傈技,202003,6,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,56.1,傈技,201906,19,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,2**,12m固父,56.17,岿技,202001,3,           500,            60
面没合档 没林蕊傣备 汗措悼,2**,8m固父,56.19,傈技,201905,4,"         7,500",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,57.09,傈技,201906,10,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,8**,8m固父,58,傈技,201905,31,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,58.14,岿技,201909,3,           100,            20
面没合档 没林蕊傣备 汗措悼,1***,25m固父,58.14,傈技,202002,19,"         8,500",             0
面没合档 没林蕊傣备 汗措悼,1***,25m固父,58.14,傈技,202003,23,"         9,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,58.39,傈技,201912,9,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,58.4,傈技,201911,13,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,4**,12m固父,58.64,傈技,201910,10,"         7,500",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,59,岿技,202003,10,           500,            44
面没合档 没林蕊傣备 汗措悼,6*,8m固父,59,岿技,201909,30,"         2,000",            40
面没合档 没林蕊傣备 汗措悼,7**,8m固父,59,傈技,201907,2,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,1***,25m固父,59,傈技,202002,3,"         8,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,59,傈技,201911,12,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,2***,25m固父,59,傈技,202001,30,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,59.38,傈技,201909,6,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,2**,8m固父,59.4,岿技,202004,27,"         2,000",            39
面没合档 没林蕊傣备 汗措悼,2**,8m固父,59.4,傈技,201910,7,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,1***,12m固父,59.4,傈技,201911,12,"         8,500",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,59.5,岿技,201911,25,           500,            50
面没合档 没林蕊傣备 汗措悼,8**,8m固父,59.85,傈技,201906,20,"         6,700",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,59.95,傈技,201910,18,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,3*,8m固父,60,岿技,201905,21,           300,            50
面没合档 没林蕊傣备 汗措悼,2***,12m固父,60,岿技,201907,25,"         2,000",            33
面没合档 没林蕊傣备 汗措悼,2*,8m固父,60,岿技,201908,25,"         3,000",            31
面没合档 没林蕊傣备 汗措悼,2***,12m固父,60,傈技,202001,3,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,60,傈技,201907,7,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,2***,25m固父,60,傈技,201909,11,"         6,500",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,60,傈技,201905,13,"         7,500",             0
面没合档 没林蕊傣备 汗措悼,5*,8m固父,60,傈技,201910,14,"        10,000",             0
面没合档 没林蕊傣备 汗措悼,8**,8m固父,60,傈技,202002,18,"         7,500",             0
面没合档 没林蕊傣备 汗措悼,2**,8m固父,60,傈技,201908,21,"         5,500",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,60,傈技,201910,24,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,60,傈技,201910,27,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,60,傈技,201906,27,"         7,500",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,60.12,岿技,202002,4,           200,            46
面没合档 没林蕊傣备 汗措悼,2***,12m固父,60.12,岿技,201912,17,           300,            45
面没合档 没林蕊傣备 汗措悼,2***,12m固父,60.12,岿技,201908,26,           200,            40
面没合档 没林蕊傣备 汗措悼,2***,12m固父,60.48,傈技,202004,10,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,61.11,傈技,202002,8,"         5,500",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,61.2,傈技,202002,28,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,7**,8m固父,61.21,傈技,201910,8,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,61.89,傈技,201912,2,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,61.95,岿技,202004,8,"         1,000",            46
面没合档 没林蕊傣备 汗措悼,1***,8m固父,62,傈技,202003,12,"         8,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,62.07,傈技,201908,29,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,1***,-,62.39,傈技,201907,8,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,1***,25m固父,62.39,傈技,201906,19,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,7*,-,62.72,岿技,201908,5,           200,            30
面没合档 没林蕊傣备 汗措悼,2***,25m捞惑,62.92,岿技,201905,13,"         3,000",            20
面没合档 没林蕊傣备 汗措悼,1***,12m固父,62.93,傈技,201911,14,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,2**,8m固父,64.35,岿技,201911,21,"         1,000",            30
面没合档 没林蕊傣备 汗措悼,1***,25m固父,65,岿技,201905,3,"         1,000",           300
面没合档 没林蕊傣备 汗措悼,1***,12m固父,65,傈技,201907,27,"         7,500",             0
面没合档 没林蕊傣备 汗措悼,2***,25m固父,65.02,傈技,202003,31,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,6*,8m固父,65.39,岿技,201912,17,"         1,783",             5
面没合档 没林蕊傣备 汗措悼,6*,8m固父,65.39,岿技,201911,20,           583,            11
面没合档 没林蕊傣备 汗措悼,2**,8m固父,65.92,傈技,201909,22,"         5,500",             0
面没合档 没林蕊傣备 汗措悼,1**,12m固父,66,岿技,202004,6,           500,            30
面没合档 没林蕊傣备 汗措悼,2***,12m固父,66,傈技,202002,14,"        10,000",             0
面没合档 没林蕊傣备 汗措悼,5*,8m固父,66,傈技,201908,16,"        11,000",             0
面没合档 没林蕊傣备 汗措悼,1**,12m固父,66.11,岿技,201905,29,"         1,000",            58
面没合档 没林蕊傣备 汗措悼,8**,12m固父,67.5,傈技,202003,18,"         9,000",             0
面没合档 没林蕊傣备 汗措悼,3*,8m固父,67.7,傈技,201910,13,"         9,000",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,68.47,傈技,201910,30,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,1***,25m固父,68.88,傈技,201909,5,"         7,500",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,69.18,傈技,202004,22,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,3***,25m固父,70,岿技,201908,12,"        10,000",            30
面没合档 没林蕊傣备 汗措悼,1***,8m固父,70,岿技,202003,13,"         1,000",            35
面没合档 没林蕊傣备 汗措悼,2***,12m固父,70,傈技,201912,14,"         6,500",             0
面没合档 没林蕊傣备 汗措悼,6*,8m固父,70,傈技,202002,20,"         9,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,70,傈技,201909,28,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,1**,8m固父,70.09,岿技,202001,21,           635,            13
面没合档 没林蕊傣备 汗措悼,3***,-,71.85,岿技,201908,20,"         6,000",            28
面没合档 没林蕊傣备 汗措悼,2*,8m固父,72.72,岿技,201906,17,           800,             4
面没合档 没林蕊傣备 汗措悼,7**,8m固父,73.37,傈技,202004,7,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,78.1,傈技,201907,2,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,78.56,傈技,201906,24,"         8,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,78.7,傈技,201908,23,"         8,000",             0
面没合档 没林蕊傣备 汗措悼,1**,8m固父,79.59,傈技,201905,4,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,80,傈技,201909,20,"        11,000",             0
面没合档 没林蕊傣备 汗措悼,1***,25m固父,80,傈技,201912,27,"         7,500",             0
面没合档 没林蕊傣备 汗措悼,6*,8m固父,80.19,傈技,201910,14,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,80.87,傈技,202004,25,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,81.05,傈技,201908,24,"         8,000",             0
面没合档 没林蕊傣备 汗措悼,6**,8m固父,81.9,傈技,201911,21,"        10,000",             0
面没合档 没林蕊傣备 汗措悼,1***,25m固父,82.89,傈技,201906,3,"         2,500",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,84.88,傈技,202003,5,"        10,000",             0
面没合档 没林蕊傣备 汗措悼,3*,8m固父,85,傈技,201911,23,"        15,000",             0
面没合档 没林蕊傣备 汗措悼,2***,25m固父,85,傈技,201912,31,"         8,500",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,88.6,傈技,201909,28,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,89.25,傈技,201906,29,"        10,000",             0
面没合档 没林蕊傣备 汗措悼,6*,8m固父,90,岿技,202001,10,"         3,000",            31
面没合档 没林蕊傣备 汗措悼,1***,25m固父,90,傈技,201908,22,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,91.7,傈技,201908,16,"         8,000",             0
面没合档 没林蕊傣备 汗措悼,1*,8m固父,92.95,岿技,202004,6,"         2,000",            40
面没合档 没林蕊傣备 汗措悼,9**,8m固父,93.02,傈技,201908,10,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,94,傈技,201907,23,"        15,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,95,傈技,201909,5,"         8,000",             0
面没合档 没林蕊傣备 汗措悼,3***,25m固父,95.13,傈技,202002,27,"        10,000",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,95.14,傈技,201908,22,"         7,500",             0
面没合档 没林蕊傣备 汗措悼,1***,-,96,傈技,202002,19,"        17,000",             0
面没合档 没林蕊傣备 汗措悼,1*,8m固父,97.76,岿技,201909,17,"         1,500",            75
面没合档 没林蕊傣备 汗措悼,4*,8m固父,98.4,傈技,201912,15,"         7,500",             0
面没合档 没林蕊傣备 汗措悼,1**,8m固父,99.17,岿技,202002,5,"         1,000",            50
面没合档 没林蕊傣备 汗措悼,1***,12m固父,99.29,傈技,201909,10,"        12,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,100,岿技,201909,22,"         1,000",            80
面没合档 没林蕊傣备 汗措悼,2***,12m固父,100,傈技,202003,7,"        14,000",             0
面没合档 没林蕊傣备 汗措悼,1**,8m固父,101.07,岿技,201906,11,"         3,000",            50
面没合档 没林蕊傣备 汗措悼,2***,25m固父,101.86,傈技,202003,9,"         9,000",             0
面没合档 没林蕊傣备 汗措悼,,-,104.82,傈技,201908,11,"        12,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,105,岿技,201905,24,"         2,000",            55
面没合档 没林蕊傣备 汗措悼,2***,12m固父,105.05,傈技,202003,29,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,106.47,傈技,201909,27,"        10,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,106.8,傈技,202003,30,"         9,000",             0
面没合档 没林蕊傣备 汗措悼,2**,12m固父,109,傈技,201912,11,"        10,000",             0
面没合档 没林蕊傣备 汗措悼,1***,12m固父,109.73,傈技,202002,14,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,110,傈技,202002,20,"        13,500",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,110,傈技,202002,20,"        13,500",             0
面没合档 没林蕊傣备 汗措悼,2**,12m固父,112.01,岿技,201909,23,           100,            19
面没合档 没林蕊傣备 汗措悼,7**,8m固父,113.25,傈技,201908,16,"        11,000",             0
面没合档 没林蕊傣备 汗措悼,3*,12m固父,113.4,傈技,202003,10,"        15,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,113.79,傈技,201911,1,"         9,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,114.5,傈技,201910,15,"         8,800",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,114.62,傈技,202003,17,"        11,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,115.29,傈技,201905,16,"         9,000",             0
面没合档 没林蕊傣备 汗措悼,2**,25m固父,115.3,岿技,202002,15,"         1,000",            55
面没合档 没林蕊傣备 汗措悼,2*,12m固父,115.5,岿技,202004,2,"         2,000",            70
面没合档 没林蕊傣备 汗措悼,7**,12m固父,115.5,岿技,201908,17,"         1,000",            55
面没合档 没林蕊傣备 汗措悼,2***,12m固父,115.73,傈技,202002,10,"         8,000",             0
面没合档 没林蕊傣备 汗措悼,2***,25m固父,116.4,岿技,202002,7,"         1,000",            60
面没合档 没林蕊傣备 汗措悼,2***,12m固父,116.48,傈技,201907,11,"        10,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,118.15,傈技,201909,23,"        11,000",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,118.4,岿技,201911,20,"         1,017",            22
面没合档 没林蕊傣备 汗措悼,3***,12m固父,119.21,傈技,201909,18,"        15,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,120,岿技,201912,1,           700,            50
面没合档 没林蕊傣备 汗措悼,2***,25m捞惑,120,岿技,201910,18,"         1,000",            45
面没合档 没林蕊傣备 汗措悼,3***,25m固父,120,傈技,202001,19,"        15,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,120.6,傈技,201910,26,"        12,000",             0
面没合档 没林蕊傣备 汗措悼,1***,25m固父,120.65,傈技,201911,1,"         3,000",             0
面没合档 没林蕊傣备 汗措悼,1***,25m固父,120.65,傈技,201909,21,"        11,000",             0
面没合档 没林蕊傣备 汗措悼,1**,12m固父,121,傈技,202002,14,"         9,500",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,122.27,岿技,201908,18,"         2,000",            55
面没合档 没林蕊傣备 汗措悼,7**,8m固父,122.48,傈技,202004,19,"        15,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,122.48,傈技,201908,22,"        10,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,123.75,傈技,201909,20,"        10,000",             0
面没合档 没林蕊傣备 汗措悼,5*,-,124.05,傈技,201909,21,"        16,000",             0
面没合档 没林蕊傣备 汗措悼,2***,25m捞惑,124.65,傈技,201910,29,"         9,000",             0
面没合档 没林蕊傣备 汗措悼,3**,12m固父,126,傈技,202004,24,"        12,000",             0
面没合档 没林蕊傣备 汗措悼,1***,25m固父,128.41,傈技,201912,27,"        13,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,128.44,傈技,202001,2,"        11,000",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,132,岿技,201905,29,"         2,000",            60
面没合档 没林蕊傣备 汗措悼,1**,12m固父,132.22,傈技,201906,26,"        14,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,132.23,岿技,201905,30,"         3,000",            60
面没合档 没林蕊傣备 汗措悼,6*,8m固父,132.95,傈技,202001,11,"        15,000",             0
面没合档 没林蕊傣备 汗措悼,1***,25m固父,135.06,傈技,201912,20,"        13,000",             0
面没合档 没林蕊傣备 汗措悼,2***,25m固父,137.11,傈技,201909,21,"         8,000",             0
面没合档 没林蕊傣备 汗措悼,8**,12m固父,138.6,傈技,202001,28,"        13,000",             0
面没合档 没林蕊傣备 汗措悼,8**,8m固父,142,傈技,202001,6,"        18,000",             0
面没合档 没林蕊傣备 汗措悼,3***,25m固父,145,傈技,201906,1,"        16,000",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,145.58,傈技,201905,19,"        13,000",             0
面没合档 没林蕊傣备 汗措悼,5*,8m固父,148.91,傈技,201905,27,"        10,000",             0
面没合档 没林蕊傣备 汗措悼,4**,12m固父,148.98,傈技,201909,22,"        20,000",             0
面没合档 没林蕊傣备 汗措悼,8**,12m固父,150,傈技,201908,29,"        13,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,152.53,岿技,201909,27,"         1,000",            75
面没合档 没林蕊傣备 汗措悼,3***,12m固父,171.65,岿技,202002,20,"         1,000",            85
面没合档 没林蕊傣备 汗措悼,9**,25m捞惑,186.84,傈技,202004,13,"        10,000",             0
